run_name	feature	max_err	mae	mse	rmse	r2	err_std
probe-xlm-English-pretrained-fold_0-cls	scaled_token_count	52.570427	11.379948	194.27847	13.938381286949738	-0.07198978970507519	8.048309
probe-xlm-English-pretrained-fold_0-cls	scaled_avg_word_length	31.17863	8.103252	99.80065	9.990027605081629	-0.004685175914622919	5.8427696
probe-xlm-English-pretrained-fold_0-cls	scaled_lexical_density	32.64367	7.631911	91.99787	9.591552084982169	0.0005754355275801037	5.8096294
probe-xlm-English-pretrained-fold_0-cls	scaled_avg_max_depth	0.5263007	0.4279583	0.18458702	0.4296359117924132	0.0	0.037930965
probe-xlm-English-pretrained-fold_0-cls	scaled_avg_links_len	45.279068	13.573106	274.40668	16.565224937986617	-0.24655181337941867	9.496183
probe-xlm-English-pretrained-fold_0-cls	scaled_max_links_len	58.668095	11.385704	234.42183	15.31084025204472	-0.014345470950088979	10.23658
probe-xlm-English-pretrained-fold_0-cls	scaled_verbal_head_per_sent	65.79413	11.283263	234.45325	15.311866217751268	0.006229301263590115	10.3509035
probe-xlm-English-pretrained-fold_0-cls	scaled_avg_token_freq	54.97954	13.05929	286.46527	16.925284960558088	-0.019904502148876624	10.766626
probe-xlm-English-pretrained-fold_0-cls	scaled_n_low_freq_words	69.03395	13.637913	314.74988	17.7411915589029	-0.029317075711780216	11.347123
probe-xlm-English-pretrained-fold_1-cls	scaled_token_count	54.120316	11.593327	213.5613	14.613736502197652	-0.009801237076353386	8.896969
probe-xlm-English-pretrained-fold_1-cls	scaled_avg_word_length	39.35315	7.5601	99.13061	9.95643548690898	-0.006612541555319984	6.47885
probe-xlm-English-pretrained-fold_1-cls	scaled_lexical_density	54.1026	7.617369	98.79983	9.939810238414191	0.00340496421168357	6.38557
probe-xlm-English-pretrained-fold_1-cls	scaled_avg_max_depth	0.54364115	0.4317517	0.18792069	0.4334982002071343	0.0	0.038873464
probe-xlm-English-pretrained-fold_1-cls	scaled_avg_links_len	50.14065	13.051145	256.9701	16.030286733974457	-0.24711617894731996	9.307938
probe-xlm-English-pretrained-fold_1-cls	scaled_max_links_len	78.382385	12.764404	295.55966	17.191848704116563	-0.03188215442354858	11.516494
probe-xlm-English-pretrained-fold_1-cls	scaled_verbal_head_per_sent	65.26925	12.500278	265.95847	16.308233061131176	5.1692253369206576e-05	10.473847
probe-xlm-English-pretrained-fold_1-cls	scaled_avg_token_freq	49.917595	10.951012	207.4338	14.402562528003372	-0.019388510742395892	9.354633
