run_name	feature	max_err	mae	mse	rmse	r2	err_std
probe-xlm-English-finetuned-fold_0	scaled_token_count	42.35844	8.461329	114.13958	10.683612674229126	0.3702006193064803	6.52269
probe-xlm-English-finetuned-fold_0	scaled_avg_word_length	30.5826	7.9840355	97.05508	9.85165349568899	0.022954436650511223	5.771502
probe-xlm-English-finetuned-fold_0	scaled_lexical_density	32.673454	7.658352	91.87771	9.585286038249386	0.0018808220754874538	5.764316
probe-xlm-English-finetuned-fold_0	scaled_avg_max_depth	0.62489086	0.1653298	0.03466772	0.18619269361484087	0.0	0.08563748
probe-xlm-English-finetuned-fold_0	scaled_avg_links_len	52.8101	11.7266245	217.17781	14.736953914189503	0.013422602914756387	8.925473
probe-xlm-English-finetuned-fold_0	scaled_max_links_len	58.79092	11.124419	224.14175	14.971364471897363	0.030136608892448513	10.019435
probe-xlm-English-finetuned-fold_0	scaled_verbal_head_per_sent	64.768745	11.513928	234.93597	15.327621280586683	0.004183165506061126	10.1175785
probe-xlm-English-finetuned-fold_0	scaled_avg_token_freq	52.60337	13.069824	281.82425	16.787621906261116	-0.0033809953953043426	10.535839
probe-xlm-English-finetuned-fold_0	scaled_n_low_freq_words	62.90125	12.560433	274.2443	16.56032285956076	0.10314700804236376	10.7925825
probe-xlm-English-finetuned-fold_1	scaled_token_count	39.73417	8.643518	122.69536	11.07679368212513	0.41984833312988645	6.9271173
probe-xlm-English-finetuned-fold_1	scaled_avg_word_length	39.856483	7.444857	96.71389	9.834322044537874	0.01792786418661918	6.425573
probe-xlm-English-finetuned-fold_1	scaled_lexical_density	54.760788	7.6051292	98.94758	9.947239739253085	0.001914586498736992	6.411675
probe-xlm-English-finetuned-fold_1	scaled_avg_max_depth	0.6420957	0.16902085	0.034424886	0.18553944623029564	0.0	0.07653004
probe-xlm-English-finetuned-fold_1	scaled_avg_links_len	55.624775	11.208775	201.19858	14.184448451767851	0.023551781152194473	8.6926365
probe-xlm-English-finetuned-fold_1	scaled_max_links_len	75.60951	12.19079	273.93893	16.551100698327343	0.0436018037983128	11.194803
probe-xlm-English-finetuned-fold_1	scaled_verbal_head_per_sent	65.07963	12.501224	262.42868	16.199650626477162	0.013322907555376906	10.302819
probe-xlm-English-finetuned-fold_1	scaled_avg_token_freq	47.720245	11.005075	204.24709	14.291503964638888	-0.0037280915626605182	9.117862
probe-xlm-English-finetuned-fold_1	scaled_n_low_freq_words	69.16931	12.86581	302.43512	17.39066185137605	0.17533186548384205	11.700685
probe-xlm-English-finetuned-fold_2	scaled_token_count	47.67671	7.9814153	105.3823	10.265588211620726	0.36586545830513306	6.455952
probe-xlm-English-finetuned-fold_2	scaled_avg_word_length	27.815523	7.258105	84.22028	9.177160972125355	0.03584428072601331	5.616066
probe-xlm-English-finetuned-fold_2	scaled_lexical_density	42.839302	8.834287	130.8506	11.438994763364876	0.00790962135616613	7.2667723
probe-xlm-English-finetuned-fold_2	scaled_avg_max_depth	0.61004376	0.17799146	0.040056802	0.20014195545262686	0.0	0.0915196
probe-xlm-English-finetuned-fold_2	scaled_avg_links_len	51.978195	11.741818	224.94586	14.998195285313704	0.0350203302632226	9.3314295
